"HPID","MPID","MPterm","HPterm"
"HP:0001649","MP:0002626","increased heart rate ","Tachycardia"
"HP:0002633","MP:0001864","vasculitis","Vasculitis"
"HP:0000716","MP:0002573","behavioral despair","Depressivity"
"HP:0032263","MP:0002842","increased systemic arterial blood pressure","Increased blood pressure"
"HP:0000713","MP:0008912","nervous","Agitation"
"HP:0002039","MP:0011940","decreased food intake","Anorexia"
"HP:0002321","MP:0001525","impaired balance","Vertigo"
"HP:0001609","MP:0001529","abnormal vocalization","Hoarse voice"
"HP:0002140","MP:0003076","increased susceptibility to ischemic brain injury","Ischemic stroke"
"HP:0033050","MP:0031095","pharyngitis ","Pharyngalgia"
"HP:0002374","MP:0001402","hypoactivity","Diminished movement"
"HP:0025144","MP:0000745","tremors","Shivering"
"HP:0003256","MP:0002551","abnormal blood coagulation ","Abnormality of the coagulation cascade "
"HP:0011112","MP:0010210","abnormal circulating cytokine level","Abnormality of serum cytokine level"
"HP:0030782","MP:0008588","abnormal circulating interleukin level","Abnormal serum interleukin level"
"HP:0030829","MP:0001950","abnormal respiratory sounds","Abnormal breath sound"
"HP:0031045","MP:0001208","blistering","Acral blistering"
"HP:0001063","MP:0001575","cyanosis","Acrocyanosis"
"HP:0033376","MP:0001179","thick pulmonary interalveolar septum","Alveolar septal thickening"
"HP:0200029","MP:0001863","blood vessel inflammation","Vasculitis in the skin"
"HP:0032218","MP:0008075","decreased CD4-positive, alpha beta T cell number","Reduced proportion of CD4 T cells"
"HP:0020062","MP:0002874","decreased hemoglobin content","Decreased hemoglobin concentration"
"HP:0020113","MP:0004974","decreased regulatory T cell number","Decreased proportion of CD4+CD25+ regulatory T cells"
"HP:0002625","MP:0031158","abnormal venous thrombosis","Deep venous thrombosis"
"HP:0005521","MP:0031214","hypercoagulability","Disseminated intravascular coagulation"
"HP:0031246","MP:0031088","coughing","Nonproductive cough"
"HP:0001260","MP:0001529","abnormal vocalization","Dysarthria"
"HP:0011227","MP:0031059","increased circulating C-reactive protein level","Elevated C-reactive protein level"
"HP:0030782","MP:0008591","increased circulating interleukin-1 level","Abnormal serum interleukin level"
"HP:0030782","MP:0008611","increased circulating interleukin-15 level","Abnormal serum interleukin level"
"HP:0030782","MP:0008614","increased circulating interleukin-17 level","Abnormal serum interleukin level"
"HP:0030782","MP:0008635","increased circulating interleukin-18 level","Abnormal serum interleukin level"
"HP:0030782","MP:0008641","increased circulating interleukin-1 beta level","Abnormal serum interleukin level"
"HP:0030782","MP:0008599","increased circulating interleukin-2 level","Abnormal serum interleukin level"
"HP:0030783","MP:0008596","increased circulating interleukin-6 level","Increased serum interleukin-6"
"HP:0030782","MP:0008605","increased circulating interleukin-7 level","Abnormal serum interleukin level"
"HP:0030782","MP:0008629","increased circulating interleukin-9 level","Abnormal serum interleukin level"
"HP:0030356","MP:0008577","increased circulating interferon-gamma level","Increased serum interferon-gamma level"
"HP:0011112","MP:0008553","increased circulating tumor necrosis factor level","Abnormality of serum cytokine level"
"HP:0002633","MP:0001863","blood vessel inflammation","Vasculitis"
"HP:0002789","MP:0005573","increased pulmonary respiratory rate","Tachypnea"
"HP:0030879","MP:0002276","abnormal lung interstitium morphology","Interlobular septal thickening on pulmonary HRCT"
"HP:0002732","MP:0031071","lymph node atrophy","Lymph node hypoplasia"
"HP:0040186","MP:0031103","skin rash","Maculopapular exanthema"
"HP:0012282","MP:0031103","skin rash","Morbilliform rash"
"HP:0003750","MP:0003646","muscle fatigue","Increased muscle fatiguability"
"HP:0001658","MP:0031217","increased susceptibility to myocardial ischemic injury","Myocardial infarction"
"HP:0001742","MP:0031101","nasal obstruction","Nasal obstruction "
"HP:0031245","MP:0031088","coughing","Productive cough"
"HP:0100598","MP:0010894","pulmonary alveolar edema","Pulmonary edema"
"HP:0025420","MP:0010909","pulmonary alveolar hemorrhage","Diffuse alveolar hemorrhage"
"HP:0040246","MP:0012325","decreased circulating antithrombin level","Reduced antithrombin antigen"
"HP:0003546","MP:0012106","impaired exercise endurance","Exercise intolerance"
"HP:0032623","MP:0011402","renal cast","Renal intratubular casts"
"HP:0001907","MP:0031158","abnormal venous thrombosis","Thromboembolism"
"HP:0033328","MP:0031238","reactive type II pneumocyte hyperplasia","Type II pneumocyte hyperplasia"
"HP:0003558","MP:0031112","rhabdomyolysis","Viral infection-induced rhabdomyolysis"
"HP:0007968","MP:0001289","persistence of hyaloid vascular system","Remnants of the hyaloid vascular system"
"HP:0000517","MP:0001303","abnormal lens morphology","Abnormality of the lens"
"HP:0011485","MP:0001307","fused cornea and lens","Corneolenticular adhesion"
"HP:0025309","MP:0001319","irregularly shaped pupil","Abnormal pupil shape"
"HP:0000479","MP:0001325","abnormal retina morphology","Abnormal retinal morphology"
"HP:0007695","MP:0002638","abnormal pupillary reflex","Abnormal pupillary light reflex"
"HP:0004327","MP:0002699","abnormal vitreous body morphology","Abnormal vitreous humor morphology"
"HP:0008046","MP:0002792","abnormal retinal vasculature morphology","Abnormal retinal vascular morphology"
"HP:0000479","MP:0003731","abnormal retinal outer nuclear layer morphology","Abnormal retinal morphology"
"HP:0000479","MP:0003733","abnormal retinal inner nuclear layer morphology","Abnormal retinal morphology"
"HP:0011483","MP:0004222","iris synechia","Anterior synechiae of the anterior chamber"
"HP:0011484","MP:0004222","iris synechia","Posterior synechiae of the anterior chamber"
"HP:0009755","MP:0005176","eyelids fail to open","Ankyloblepharon"
"HP:0025309","MP:0006241","constricted or contracted pupil","Abnormal pupil shape"
"HP:0012795","MP:0008259","abnormal optic disc morphology","Abnormality of the optic disc"
"HP:0008046","MP:0010097","abnormal retinal blood vessel morphology","Abnormal retinal vascular morphology"
"HP:0004329","MP:0011959","abnormal eye posterior chamber depth","Abnormal posterior eye segment morphology"
"HP:0000593","MP:0011960","abnormal eye anterior chamber depth","Abnormal anterior chamber morphology"
"HP:0000479","MP:0011964","increased total retina thickness","Abnormal retinal morphology"
"HP:0012805","MP:0012122","abnormal iris transillumination","Iris transillumination defect"
"HP:0000077","MP:0002707","abnormal kidney weight","Abnormality of the kidney"
"HP:0001392","MP:0004847","abnormal liver weight","Abnormality of the liver"
"HP:0000035","MP:0004850","abnormal testis weight","Abnormal testis morphology"
"HP:0009714","MP:0004927","abnormal epididymis weight","Abnormality of the epididymis"
"HP:0001743","MP:0004951","abnormal spleen weight","Abnormality of the spleen"
"HP:0002088","MP:0005629","abnormal lung weight","Abnormal lung morphology"
"HP:0000468","MP:0000005","increased brown fat amount","Increased adipose tissue around neck"
"HP:0000766","MP:0000157","abnormal sternum morphology","Abnormality of the sternum"
"HP:0010308","MP:0000158","absent sternum","Asternia"
"HP:0001654","MP:0000266","abnormal heart morphology","Abnormal heart morphology"
"HP:0002577","MP:0000470","abnormal stomach morphology","Abnormality of the stomach"
"HP:0002034","MP:0000492","abnormal rectum morphology","Abnormality of the rectum"
"HP:0002250","MP:0000495","abnormal colon morphology","Abnormal large intestine morphology"
"HP:0005235","MP:0000498","absent jejunum","Jejunal atresia"
"HP:0011102","MP:0000499","absent ileum","Ileal atresia"
"HP:0012503","MP:0000633","abnormal pituitary gland morphology","Abnormality of the pituitary gland"
"HP:0011772","MP:0000681","abnormal thyroid gland morphology","Abnormality of thyroid morphology"
"HP:0006270","MP:0000692","small spleen","Hypoplastic spleen"
"HP:0000777","MP:0000703","abnormal thymus morphology","Abnormality of the thymus"
"HP:0007058","MP:0000774","decreased brain size","Generalized cerebral atrophy/hypoplasia"
"HP:0002143","MP:000095","abnormal spinal cord morphology","Abnormality of the spinal cord"
"HP:0410016","MP:0001092","abnormal trigeminal ganglion morphology","Abnormality of cranial ganglion"
"HP:0031105","MP:0001102","abnormal uterus morphology","Abnormal uterus morphology"
"HP:0009724","MP:0001127","small ovary","Hypoplasia of the ovary"
"HP:0000053","MP:0001148","enlarged testes","Macroorchidism"
"HP:0006703","MP:0001181","absent lung","Aplasia/Hypoplasia of the lungs"
"HP:0007392","MP:0001211","wrinkled skin","Excessive wrinkled skin"
"HP:0001090","MP:0001296","macrophthalmia","Abnormally large globe"
"HP:0008993","MP:0001782","increased white adipose tissue amount","Increased intraabdominal fat"
"HP:0025128","MP:0001783","decreased white adipose tissue amount","Reduced intraabdominal adipose tissue"
"HP:0000238","MP:0001891","hydroencephaly","Hydrocephalus"
"HP:0002732","MP:0002217","small lymph nodes","Lymph node hypoplasia"
"HP:0010640","MP:0002237","abnormal nasal cavity morphology","Abnormality of the nasal cavity"
"HP:0002778","MP:0002282","abnormal trachea morphology","Abnormal trachea morphology"
"HP:0002733","MP:0002339","abnormal lymph node morphology","Abnormality of the lymph nodes"
"HP:0005561","MP:0002397","abnormal bone marrow morphology","Abnormality of bone marrow cell morphology"
"HP:0009714","MP:0002631","abnormal epididymis morphology","Abnormality of the epididymis"
"HP:0045010","MP:0002651","abnormal sciatic nerve morphology","Abnormality of peripheral nerves"
"HP:0011070","MP:0002689","abnormal molar morphology","Abnormality of molar morphology"
"HP:0100841","MP:0002691","small stomach","Microgastria"
"HP:0008687","MP:0002774","small prostate gland","Hypoplasia of the prostate"
"HP:0000089","MP:0002989","small kidney","Renal hypoplasia"
"HP:0011467","MP:0003250","absent gall bladder","Absent gallbladder"
"HP:0030992","MP:0003271","abnormal duodenum morphology","Abnormality of the duodenum"
"HP:0006277","MP:0003450","enlarged pancreas","Pancreatic hyperplasia"
"HP:0006703","MP:0003641","small lung","Aplasia/Hypoplasia of the lungs"
"HP:0005207","MP:0003883","enlarged stomach","Gastic hypertrophy"
"HP:0005265","MP:0004002","abnormal jejunum morphology","Abnormality of the jejunum"
"HP:0002594","MP:0004247","small pancreas","Pancreatic hypoplasia"
"HP:0012274","MP:0004349","absent femur","Femoral aplasia"
"HP:0100682","MP:0004549","small trachea","Tracheal atresia"
"HP:0003712","MP:0004818","increased skeletal muscle mass","Skeletal muscle hypertrophy"
"HP:0001460","MP:0004819","decreased skeletal muscle mass","Aplasia/Hypoplasia involving the skeletal musculature"
"HP:0008711","MP:0004958","enlarged prostate gland","Benign prostatic hyperplasia"
"HP:0012437","MP:0005084","abnormal gall bladder morphology","Abnormal gallbladder morphology"
"HP:0001355","MP:0005238","increased brain size","Megalencephaly"
"HP:0011743","MP:0005313","absent adrenal gland","Adrenal gland agenesis"
"HP:0410279","MP:0005315","absent pituitary gland","Atrophic parotid gland"
"HP:0008249","MP:0005355","enlarged thyroid gland","Thyroid hyperplasia"
"HP:0011063","MP:0005358","anbornormal incisor morphology","Abnormality of incisor morphology"
"HP:0005233","MP:0005675","small gall bladder","Hypoplasia of the gallbladder"
"HP:0005995","MP:0007180","decreased brown fat amount","Decreased adipose tissue around neck"
"HP:0031295","MP:0008725","enlarged heart atrium","Left atrial enlargement"
"HP:0030718","MP:0008725","enlarged heart atrium","Right atrial enlargement"
"HP:0003758","MP:0008844","decreased subcutaneous adipose tissue amount","Reduced subcutaneous fat"
"HP:0010476","MP:0009252","absent urinary bladder","Aplasia/Hypoplasia of the bladder"
"HP:0025023","MP:0009509","absent rectum","Rectal atresia"
"HP:0041047","MP:0009552","urinary bladder obstruction","Bladder outlet obstruction"
"HP:0010295","MP:0009905","absent tongue","Aplasia/Hypoplasia of the tongue"
"HP:0002032","MP:0010880","small esophagus","Esophageal atresia"
"HP:0009003","MP:0010934","increased subcutaneous adipose tissue amount","Increased subcutaneous truncal adipose tissue"
"HP:0010474","MP:0011625","cystolithiasis","Bladder stones"
"HP:0008635","MP:0011874","enlarged urinary bladder","Hypertrophy of the urinary bladder"
"HP:0100839","MP:0011877","absent liver","Hepatic agenesis"
"HP:0002247","MP:0011880","absent duodenum","Duodenal atresia"
"HP:0500027","MP:0011884","absent colon","Aplastic colon"
"HP:0010778","MP:0012672","enlarged trachea","Tracheomegaly"
"HP:0011073","MP:0013129","abnormal tooth colour","Abnormality of dental color"
"HP:0000782","MP:0000149","abnormal scapula morphology","Abnormality of the scapula"
"HP:0001547","MP:0000150","abnormal rib morphology","Abnormality of the rib cage"
"HP:0002938","MP:0000162","lordosis","Lumbar hyperlordosis"
"HP:0000326","MP:0000455","abnormal maxilla morphology","Abnormality of the maxilla"
"HP:0000277","MP:0000458","abnormal mandible morphology","Abnormality of the mandible"
"HP:0030305","MP:0001539","decreased caudal vertebrae number","Decreased number of vertebrae"
"HP:0003468","MP:0002759","abnormal caudal vertebrae morphology","Abnormal vertebral morphology"
"HP:0003468","MP:0003036","vertebral transformation","Abnormal vertebral morphology"
"HP:0003468","MP:0003047","abnormal thoracic vertebrae morphology","Abnormal vertebral morphology"
"HP:0003468","MP:0003048","abnormal cervical vertebrae morphology","Abnormal vertebral morphology"
"HP:0005817","MP:0004083","polysyndactyly","Postaxial polysyndactyly of foot"
"HP:0002992","MP:0004357","long tibia","Abnormality of tibia morphology"
"HP:0002644","MP:0004509","abnormal pelvic girdle bone morphology","Abnormality of pelvic girdle bone morphology"
"HP:0008438","MP:0004599","abnormal vertebral arch morphology","Vertebral arch anomaly"
"HP:0030305","MP:0004646","decreased cervical vertebrae number","Decreased number of vertebrae"
"HP:0030305","MP:0004647","decreased lumbar vertebrae number","Decreased number of vertebrae"
"HP:0030305","MP:0004648","decreased thoracic vertebrae number","Decreased number of vertebrae"
"HP:0030305","MP:0004649","decreased sacral vertebrae number","Decreased number of vertebrae"
"HP:0002946","MP:0004650","increased lumbar vertebrae number","Supernumerary vertebrae"
"HP:0002946","MP:0004651","increased thoracic vertebrae number","Supernumerary vertebrae"
"HP:0010668","MP:0005270","abnormal zygomatic bone morphology","Abnormality of the zygomatic bone"
"HP:0000889","MP:0005298","abnormal clavicle morphology","Abnormality of the clavicle"
"HP:0001547","MP:0010099","abnormal thoracic cage shape","Abnormality of the rib cage"
"HP:0002946","MP:0010100","increased cervical vertebrae number","Supernumerary vertebrae"
"HP:0002946","MP:0010101","increased sacral vertebrae number","Supernumerary vertebrae"
"HP:0002946","MP:0010102","increased caudal vertebrae number","Supernumerary vertebrae"
"HP:0000042","MP:0009204","absent external male genitalia","Absent external genitalia"
"HP:0000050","MP:0009202","small external male genitalia","Hypoplastic male external genitalia"
"HP:0000071","MP:0003588","ureter stenosis","Ureteral stenosis"
"HP:0000233","MP:0003775","thin lip","Thin vermilion border"
"HP:0000511","MP:0006158","vertical supranuclear palsy","Vertical supranuclear gaze palsy"
"HP:0000630","MP:0003727","abnormal retina layer morphology","Abnormal retinal artery morphology"
"HP:0000648","MP:0006219","optic nerve degeneration","Optic atrophy"
"HP:0000654","MP:0010394","decreased QRS amplitude","Decreased light- and dark-adapted electroretinogram amplitude"
"HP:0000706","MP:0000121","failure of tooth eruption","Eruption failure"
"HP:0000762","MP:0011994","increased nerve conduction velocity","Decreased nerve conduction velocity"
"HP:0000833","MP:0005292","improved glucose tolerance","obsolete Glucose intolerance"
"HP:0000833","MP:0005293","impaired glucose tolerance","obsolete Glucose intolerance"
"HP:0000835","MP:0009078","adrenal gland hyperplasia","Adrenal hypoplasia"
"HP:0000837","MP:0004731","increased circulating gastrin level","Increased circulating gonadotropin level"
"HP:0000848","MP:0011612","increased circulating ghrelin level","Increased circulating renin level"
"HP:0000848","MP:0005662","increased circulating adrenaline level","Increased circulating renin level"
"HP:0000848","MP:0005553","increased circulating creatinine level","Increased circulating renin level"
"HP:0000860","MP:0003113","small parathyroid gland","Parathyroid hypoplasia"
"HP:0000868","MP:0001923","reduced female fertility","Decreased fertility in females"
"HP:0000882","MP:0004340","short scapula","Hypoplastic scapulae"
"HP:0001000","MP:0000015","abnormal ear pigmentation","Abnormality of skin pigmentation"
"HP:0001000","MP:0001324","abnormal eye pigmentation","Abnormality of skin pigmentation"
"HP:0001100","MP:0006160","heterochromatic iridis","Heterochromia iridis"
"HP:0001101","MP:0006229","iris inflammation","Iritis"
"HP:0001511","MP:0004201","fetal growth retardation","Intrauterine growth retardation"
"HP:0001627","MP:0012515","abnormal heart apex morphology","Abnormal heart morphology"
"HP:0001627","MP:0000270","abnormal heart tube morphology","Abnormal heart morphology"
"HP:0001627","MP:0000277","abnormal heart shape","Abnormal heart morphology"
"HP:0001633","MP:0010614","abnormal mitral valve cusp morphology","Abnormal mitral valve morphology"
"HP:0001641","MP:0002270","abnormal pulmonary alveolus morphology","Abnormal pulmonary valve morphology"
"HP:0001646","MP:0010598","abnormal aortic valve anulus morphology","Abnormal aortic valve morphology"
"HP:0001659","MP:0009384","cardiac valve regurgitation","Aortic regurgitation"
"HP:0001669","MP:0004110","transposition of great arteries","Transposition of the great arteries"
"HP:0001679","MP:0009866","abnormal aorta wall morphology","Abnormal aortic morphology"
"HP:0001679","MP:0012510","abnormal aortic sac morphology","Abnormal aortic morphology"
"HP:0001679","MP:0011572","abnormal aorta bulb morphology","Abnormal aortic morphology"
"HP:0001702","MP:0010622","abnormal tricuspid valve cusp morphology","Abnormal tricuspid valve morphology"
"HP:0001711","MP:0000828","abnormal fourth ventricle morphology","Abnormal left ventricle morphology"
"HP:0001711","MP:0000823","abnormal lateral ventricle morphology","Abnormal left ventricle morphology"
"HP:0001711","MP:0005294","abnormal heart ventricle morphology","Abnormal left ventricle morphology"
"HP:0001735","MP:0003340","acute pancreas inflammation","Acute pancreatitis"
"HP:0001877","MP:0003656","abnormal erythrocyte physiology","Abnormal erythrocyte morphology"
"HP:0001941","MP:0003030","acidemia","Acidosis"
"HP:0001977","MP:0000228","abnormal thrombopoiesis","Abnormal thrombosis"
"HP:0001977","MP:0003422","abnormal thrombolysis","Abnormal thrombosis"
"HP:0002067","MP:0020211","slow movement","Bradykinesia"
"HP:0002088","MP:0009569","abnormal left lung morphology","Abnormal lung morphology"
"HP:0002088","MP:0010975","abnormal lung lobe morphology","Abnormal lung morphology"
"HP:0002088","MP:0010906","abnormal lung bud morphology","Abnormal lung morphology"
"HP:0002242","MP:0000496","abnormal small intestine morphology","Abnormal intestine morphology"
"HP:0002558","MP:0013529","decreased nipple number","Supernumerary nipple"
"HP:0002682","MP:0000441","increased cranium width","Broad skull"
"HP:0002718","MP:0002411","decreased susceptibility to bacterial infection","Recurrent bacterial infections"
"HP:0002731","MP:0009542","decreased thymocyte apoptosis","Decreased lymphocyte apoptosis"
"HP:0002763","MP:0030423","abnormal pinna cartilage morphology","Abnormal cartilage morphology"
"HP:0002813","MP:0002115","abnormal limb bone morphology","Abnormality of limb bone morphology"
"HP:0002843","MP:0010671","abnormal Tc17 cell morphology","Abnormal T cell morphology"
"HP:0002843","MP:0005068","abnormal NK cell morphology","Abnormal T cell morphology"
"HP:0002843","MP:0008036","abnormal NK T cell morphology","Abnormal T cell morphology"
"HP:0002843","MP:0004843","abnormal Paneth cell morphology","Abnormal T cell morphology"
"HP:0002843","MP:0009184","abnormal PP cell morphology","Abnormal T cell morphology"
"HP:0002843","MP:0010040","abnormal oval cell morphology","Abnormal T cell morphology"
"HP:0002846","MP:0008166","abnormal B-2 B cell morphology","Abnormal B cell morphology"
"HP:0002846","MP:0013657","abnormal blood cell morphology","Abnormal B cell morphology"
"HP:0002846","MP:0008165","abnormal B-1b B cell morphology","Abnormal B cell morphology"
"HP:0002846","MP:0008164","abnormal B-1a B cell morphology","Abnormal B cell morphology"
"HP:0002846","MP:0004940","abnormal B-1 B cell morphology","Abnormal B cell morphology"
"HP:0002922","MP:0001912","increased cerebrospinal fluid production","Increased CSF protein"
"HP:0003010","MP:0005607","decreased bleeding time","Prolonged bleeding time"
"HP:0003103","MP:0008380","abnormal gonial bone morphology","Abnormal cortical bone morphology"
"HP:0003103","MP:0005271","abnormal lacrimal bone morphology","Abnormal cortical bone morphology"
"HP:0003103","MP:0011849","abnormal clitoral bone morphology","Abnormal cortical bone morphology"
"HP:0003103","MP:0000554","abnormal carpal bone morphology","Abnormal cortical bone morphology"
"HP:0003141","MP:0003982","increased cholesterol level","Increased LDL cholesterol concentration"
"HP:0003146","MP:0000186","decreased circulating HDL cholesterol level","Hypocholesterolemia"
"HP:0003146","MP:0000183","decreased circulating LDL cholesterol level","Hypocholesterolemia"
"HP:0003146","MP:0005146","decreased circulating VLDL cholesterol level","Hypocholesterolemia"
"HP:0003165","MP:0002904","increased circulating parathyroid hormone level","Elevated circulating parathyroid hormone level"
"HP:0003165","MP:0002905","decreased circulating parathyroid hormone level","Elevated circulating parathyroid hormone level"
"HP:0003206","MP:0020447","decreased NAD(P)H oxidase activity","Decreased activity of NADPH oxidase"
"HP:0003220","MP:0010094","abnormal chromosome stability","Abnormality of chromosome stability"
"HP:0003261","MP:0008500","increased IgG2a level","Increased circulating IgA level"
"HP:0003261","MP:0013803","increased IgG2 level","Increased circulating IgA level"
"HP:0003261","MP:0008499","increased IgG1 level","Increased circulating IgA level"
"HP:0003261","MP:0008502","increased IgG3 level","Increased circulating IgA level"
"HP:0003351","MP:0011613","decreased circulating ghrelin level","Decreased circulating renin level"
"HP:0003351","MP:0005554","decreased circulating creatinine level","Decreased circulating renin level"
"HP:0003351","MP:0005661","decreased circulating adrenaline level","Decreased circulating renin level"
"HP:0003464","MP:0005278","abnormal cholesterol homeostasis","obsolete Abnormal cholesterol homeostasis"
"HP:0003468","MP:0004599","abnormal vertebral arch morphology","Abnormal vertebral morphology"
"HP:0003468","MP:0000141","abnormal vertebral body morphology","Abnormal vertebral morphology"
"HP:0003712","MP:0009462","skeletal muscle hypotrophy","Skeletal muscle hypertrophy"
"HP:0003811","MP:0002058","neonatal lethality","Neonatal death"
"HP:0004283","MP:0003742","narrow head","Narrow palm"
"HP:0004303","MP:0000759","abnormal skeletal muscle morphology","Abnormal muscle fiber morphology"
"HP:0004303","MP:0009411","abnormal skeletal muscle fiber triad morphology","Abnormal muscle fiber morphology"
"HP:0004306","MP:0003057","abnormal epicardium morphology","Abnormal endocardium morphology"
"HP:0004306","MP:0010547","abnormal mesocardium morphology","Abnormal endocardium morphology"
"HP:0004306","MP:0004896","abnormal endometrium morphology","Abnormal endocardium morphology"
"HP:0004311","MP:0020334","abnormal melanophage morphology","Abnormal macrophage morphology"
"HP:0004319","MP:0002666","increased circulating aldosterone level","Decreased circulating aldosterone level"
"HP:0004334","MP:0001221","epidermal atrophy","Dermal atrophy"
"HP:0004337","MP:0013242","abnormal amino acid metabolism","Abnormality of amino acid metabolism"
"HP:0004349","MP:0013618","decreased areal bone mineral density","Reduced bone mineral density"
"HP:0004363","MP:0004231","abnormal calcium ion homeostasis","Abnormal circulating calcium concentration"
"HP:0004379","MP:0011583","abnormal alkaline phosphatase activity","Abnormality of alkaline phosphatase level"
"HP:0004510","MP:0005491","pancreatic islet hyperplasia","Pancreatic islet-cell hyperplasia"
"HP:0004646","MP:0003654","nasal bone hyperplasia","Hypoplasia of the nasal bone"
"HP:0004840","MP:0008389","hypochromic macrocytic anemia","Hypochromic microcytic anemia"
"HP:0004890","MP:0004013","decreased pulmonary artery pressure","Elevated pulmonary artery pressure"
"HP:0004970","MP:0010470","dilated ascending aorta","Ascending tubular aorta aneurysm"
"HP:0004970","MP:0010661","ascending aorta aneurysm","Ascending tubular aorta aneurysm"
"HP:0005105","MP:0000102","abnormal nasal bone morphology","Abnormal nasal morphology"
"HP:0005105","MP:0030115","abnormal nasal tip morphology","Abnormal nasal morphology"
"HP:0005105","MP:0006306","abnormal nasal pit morphology","Abnormal nasal morphology"
"HP:0005105","MP:0030180","abnormal nasal fin morphology","Abnormal nasal morphology"
"HP:0005112","MP:0010659","abdominal aorta aneurysm","Abdominal aortic aneurysm"
"HP:0005134","MP:0010611","patent pulmonary valve","Absence of the pulmonary valve"
"HP:0005135","MP:0010505","abnormal T wave","Abnormal T-wave"
"HP:0005150","MP:0004116","abnormal atrioventricular bundle conduction","Abnormal atrioventricular conduction"
"HP:0005150","MP:0006141","abnormal atrioventricular node conduction","Abnormal atrioventricular conduction"
"HP:0005160","MP:0010440","anomalous pulmonary venous connection","Total anomalous pulmonary venous return"
"HP:0005165","MP:0011937","shortened PP interval","Shortened PR interval"
"HP:0005165","MP:0010507","shortened RR interval","Shortened PR interval"
"HP:0005182","MP:0010603","unicuspid pulmonary valve","Bicuspid pulmonary valve"
"HP:0005317","MP:0003035","decreased pulmonary vascular resistance","Increased pulmonary vascular resistance"
"HP:0005344","MP:0012537","abnormal hyaloid artery morphology","Abnormal carotid artery morphology"
"HP:0005345","MP:0010497","abnormal vena cava sinus morphology","Abnormal vena cava morphology"
"HP:0005365","MP:0008203","absent B-1a cells","Severe B lymphocytopenia"
"HP:0005365","MP:0008204","absent B-1b cells","Severe B lymphocytopenia"
"HP:0005403","MP:0008040","decreased NK T cell number","T lymphocytopenia"
"HP:0005916","MP:0003073","abnormal metacarpal bone morphology","Abnormal metacarpal morphology"
"HP:0005938","MP:0004131","abnormal motile primary cilium morphology","Abnormal respiratory motile cilium morphology"
"HP:0006660","MP:0004339","absent clavicle","Aplastic clavicle"
"HP:0006689","MP:0001854","atrial endocarditis","Bacterial endocarditis"
"HP:0006705","MP:0004114","abnormal atrioventricular node morphology","Abnormal atrioventricular valve morphology"
"HP:0006891","MP:0006254","thin cerebral cortex","Thick cerebral cortex"
"HP:0007074","MP:0020573","abnormal corpus callosum size","Thick corpus callosum"
"HP:0007670","MP:0011040","abnormal vestibuloocular light reflex","Abnormal vestibulo-ocular reflex"
"HP:0007670","MP:0011039","abnormal vestibuloocular dark reflex","Abnormal vestibulo-ocular reflex"
"HP:0007703","MP:0005174","abnormal tail pigmentation","Abnormality of retinal pigmentation"
"HP:0007707","MP:0003078","aphakia","Congenital aphakia"
"HP:0007722","MP:0005548","retina pigment epithelium atrophy","Retinal pigment epithelial atrophy"
"HP:0007732","MP:0014150","lacrimal gland hyperplasia","Lacrimal gland hypoplasia"
"HP:0008020","MP:0012352","progressive cornea degeneration","Cone dystrophy"
"HP:0008034","MP:0000569","abnormal digit pigmentation","Abnormal iris pigmentation"
"HP:0008208","MP:0003112","enlarged parathyroid gland","Parathyroid hyperplasia"
"HP:0008232","MP:0001749","suppressed circulating follicle stimulating hormone level","Elevated circulating follicle stimulating hormone level"
"HP:0008233","MP:0005185","decreased circulating progesterone level","Decreased circulating progesterone"
"HP:0008303","MP:0013236","ovary degeneration","Olivary degeneration"
"HP:0008322","MP:0011637","abnormal mitochondrial matrix morphology","Abnormal mitochondrial morphology"
"HP:0008322","MP:0011635","abnormal mitochondrial crista morphology","Abnormal mitochondrial morphology"
"HP:0008372","MP:0011233","abnormal vitamin A metabolism","Abnormality of vitamin A metabolism"
"HP:0008388","MP:0000579","abnormal nail morphology","Abnormal toenail morphology"
"HP:0008479","MP:0004670","small vertebral body","Hypoplastic vertebral bodies"
"HP:0008669","MP:0001932","abnormal spermiogenesis","Abnormal spermatogenesis"
"HP:0008702","MP:0009206","absent internal male genitalia","Absent internal genitalia"
"HP:0008776","MP:0011318","abnormal right renal artery morphology","Abnormal renal artery morphology"
"HP:0008776","MP:0011319","abnormal left renal artery morphology","Abnormal renal artery morphology"
"HP:0008962","MP:0030426","facial muscle hypoplasia","Calf muscle hypoplasia"
"HP:0009121","MP:0005508","abnormal skeleton morphology","Abnormal axial skeleton morphology"
"HP:0009124","MP:0005666","abnormal adipose tissue physiology","Abnormal adipose tissue morphology"
"HP:0009124","MP:0002970","abnormal white adipose tissue morphology","Abnormal adipose tissue morphology"
"HP:0009124","MP:0002971","abnormal brown adipose tissue morphology","Abnormal adipose tissue morphology"
"HP:0009132","MP:0013614","abnormal areal bone mineral density","Abnormal tarsal bone mineral density"
"HP:0009145","MP:0020487","abnormal middle cerebral artery morphology","Abnormal cerebral artery morphology"
"HP:0009145","MP:0014013","abnormal cerebellar artery morphology","Abnormal cerebral artery morphology"
"HP:0010286","MP:0005310","abnormal salivary gland physiology","Abnormal salivary gland morphology"
"HP:0010286","MP:0009517","abnormal salivary gland duct morphology","Abnormal salivary gland morphology"
"HP:0010286","MP:0013534","abnormal major salivary gland physiology","Abnormal salivary gland morphology"
